Label 1	Label 2	AAI	CDS count 1	CDS count 2	Matched count	Proteome cov.	ID param.	Cov. param.
5PA1C_11JBS_94	2PA3C_15YE_37	98.14852	2587	2478	2162	0.853702	0.4	0.5
5PA1C_11JBS_94	1PA4F_22YD_41	99.115527	2587	2571	2267	0.879023	0.4	0.5
5PA1C_11JBS_94	1AA4C_Z02_71	99.476236	2587	2365	2165	0.874394	0.4	0.5
5PA1C_11JBS_94	1AA4C_Z02_81	99.255205	2587	2412	2219	0.887778	0.4	0.5
5PA1C_11JBS_94	7AA1C_28JC_11	99.188941	2587	2813	2256	0.835556	0.4	0.5
5PA1C_11JBS_94	2PB1N_24JB_91	98.356782	2587	2487	2175	0.857312	0.4	0.5
5PA1C_11JBS_94	1PB2N_Z08_44	98.412598	2587	2542	2163	0.843439	0.4	0.5
5PA1C_11JBS_94	8AC1N_25YC_3	99.251623	2587	2480	2187	0.863233	0.4	0.5
5PA1C_11JBS_94	7PA1C_28JC_92	99.233624	2587	2524	2180	0.853062	0.4	0.5
5PA1C_11JBS_94	2AA3C_23YBC_2	99.265695	2587	2417	2246	0.897682	0.4	0.5
5PA1C_11JBS_94	7AA4F_Z04_59	82.911742	2587	2619	1929	0.741068	0.4	0.5
5PA1C_11JBS_94	8AC1C_25YC_8	77.550188	2587	3736	1866	0.590226	0.4	0.5
5PA1C_11JBS_94	1PA2C_11JES_51	78.840902	2587	2640	1907	0.729673	0.4	0.5
5PA1C_11JBS_94	2PB1F_Z08_17	76.938402	2587	2344	1815	0.736159	0.4	0.5
5PA1C_11JBS_94	2PB1C_Z08_6	76.016779	2587	2435	1788	0.712067	0.4	0.5
5PA1C_11JBS_94	2PB1K_Z08_8	49.231928	2587	2424	249	0.099381	0.4	0.5
2PA1C_11JCS_83	4AB1N_X14_13	97.900024	2693	2463	2044	0.792863	0.4	0.5
2PA1C_11JCS_83	4AA1F_X13_48	97.819561	2693	2501	2050	0.789372	0.4	0.5
2PA1C_11JCS_83	4AB1K_X16_57	99.37842	2693	2430	2164	0.844817	0.4	0.5
2PA1C_11JCS_83	4AA1N_X16_28	99.437476	2693	2352	2068	0.819822	0.4	0.5
2PA1C_11JCS_83	4AA1F_X14_79	99.343242	2693	2491	2264	0.873457	0.4	0.5
2PA1C_11JCS_83	7AA1C_X14_93	99.299288	2693	2512	2177	0.836503	0.4	0.5
2PA1C_11JCS_83	7PA1C_28JC_68	99.197471	2693	2463	2214	0.858805	0.4	0.5
2PA1C_11JCS_83	4AA1F_X13_46	99.360166	2693	2517	2105	0.808061	0.4	0.5
2PA1C_11JCS_83	4AA1F_X13_37	97.715516	2693	2569	2056	0.781452	0.4	0.5
2PA1C_11JCS_83	5PA1F_11JBS_3	98.299511	2693	2561	2147	0.817282	0.4	0.5
2PA1C_11JCS_83	5PA1N_11JBS_61	99.389795	2693	2641	2200	0.824897	0.4	0.5
2PA1C_11JCS_83	5PA1C_11JBS_66	99.432943	2693	2509	2178	0.83737	0.4	0.5
2PA1C_11JCS_83	5PA1C_11JBS_94	99.228946	2693	2587	2230	0.844697	0.4	0.5
2PA1C_11JCS_83	2PA1C_11JCS_83	100	2693	2693	2680	0.995173	0.4	0.5
2PA1C_11JCS_83	1PA2N_11JES_24	99.107031	2693	2454	2240	0.87041	0.4	0.5
2PA1C_11JCS_83	1PB2N_24JB_27	99.433552	2693	2352	2131	0.844797	0.4	0.5
2PA1C_11JCS_83	2PB1N_24JB_86	99.222686	2693	2446	2215	0.862035	0.4	0.5
2PA1C_11JCS_83	2PA1C_11JCS_80	99.198035	2693	2895	2265	0.810666	0.4	0.5
2PA1C_11JCS_83	1PA1K_28JA_17	98.306455	2693	2566	2161	0.821829	0.4	0.5
2PA1C_11JCS_83	1AA3C_23YAS_93	98.395954	2693	2438	2138	0.833366	0.4	0.5
2PA1C_11JCS_83	1PA1N_28JB_60	99.38864	2693	2662	2214	0.826891	0.4	0.5
2PA1C_11JCS_83	2AA1C_28JA_67	99.398424	2693	2461	2126	0.82499	0.4	0.5
2PA1C_11JCS_83	7AA1C_28JC_5	99.263449	2693	2442	2227	0.867381	0.4	0.5
2PA1C_11JCS_83	2AA3K_9YD_62	98.455573	2693	2878	2171	0.779393	0.4	0.5
2PA1C_11JCS_83	1PB3C_8YDS_76	99.194227	2693	2604	2252	0.850293	0.4	0.5
2PA1C_11JCS_83	1PB3C_23YAC_20	99.033803	2693	2442	2164	0.842843	0.4	0.5
2PA1C_11JCS_83	2PA3N_15YE_35	97.875401	2693	2564	2183	0.830512	0.4	0.5
2PA1C_11JCS_83	2PA3C_15YE_61	99.299342	2693	2588	2278	0.862715	0.4	0.5
2PA1C_11JCS_83	2PA3C_15YE_82	99.61351	2693	2496	2202	0.848718	0.4	0.5
2PA1C_11JCS_83	7AB4N_22YB_3	99.171169	2693	2574	2147	0.815265	0.4	0.5
2PA1C_11JCS_83	5PB3N_22YC_31	99.410425	2693	2529	2187	0.83761	0.4	0.5
2PA1C_11JCS_83	5PB3C_22YC_85	99.449705	2693	2420	2207	0.86329	0.4	0.5
2PA1C_11JCS_83	5PB3C_22YC_86	99.22288	2693	2523	2170	0.832055	0.4	0.5
2PA1C_11JCS_83	1PA4N_22YD_57	98.788422	2693	2641	2263	0.848519	0.4	0.5
2PA1C_11JCS_83	1PA4C_22YD_91	99.242998	2693	2507	2228	0.856923	0.4	0.5
2PA1C_11JCS_83	2AA1C_28JA_61	99.113021	2693	2546	2185	0.834129	0.4	0.5
2PA1C_11JCS_83	8AB4F_25YA_19	99.412587	2693	2846	2161	0.780285	0.4	0.5
2PA1C_11JCS_83	1AA3C_23YAS_90	97.826624	2693	2527	2094	0.802299	0.4	0.5
2PA1C_11JCS_83	1AA3C_23YAS_94	99.308092	2693	2407	2107	0.826275	0.4	0.5
2PA1C_11JCS_83	8AB1F_25YH_17	98.333758	2693	2567	2158	0.820532	0.4	0.5
2PA1C_11JCS_83	8PB3F_23YCS_6	99.427258	2693	2531	2214	0.847626	0.4	0.5
2PA1C_11JCS_83	8AC4C_8YAS_89	99.215516	2693	2414	2217	0.86822	0.4	0.5
2PA1C_11JCS_83	8AB4C_25YA_77	99.212622	2693	2610	2147	0.80973	0.4	0.5
2PA1C_11JCS_83	8PB1K_25YC_40	99.294564	2693	2422	2134	0.834409	0.4	0.5
2PA1C_11JCS_83	8PB4N_25YD_28	99.171599	2693	2716	2176	0.804585	0.4	0.5
2PA1C_11JCS_83	8AB1K_25YH_62	99.265829	2693	2348	2110	0.837135	0.4	0.5
2PA1C_11JCS_83	8AB4C_23YAS_16	97.846577	2693	2663	2147	0.801718	0.4	0.5
2PA1C_11JCS_83	7AA4C_23YAC_39	99.201547	2693	2384	2133	0.84026	0.4	0.5
2PA1C_11JCS_83	1AA4C_Z02_85	99.278565	2693	2519	2216	0.850345	0.4	0.5
2PA1C_11JCS_83	2PA3C_15YE_41	99.255908	2693	2574	2209	0.838808	0.4	0.5
2PA1C_11JCS_83	2PA3C_15YE_37	98.296249	2693	2478	2186	0.845484	0.4	0.5
2PA1C_11JCS_83	1PA4F_22YD_41	98.94175	2693	2571	2291	0.870441	0.4	0.5
2PA1C_11JCS_83	1AA4C_Z02_71	99.654328	2693	2365	2218	0.877026	0.4	0.5
2PA1C_11JCS_83	1AA4C_Z02_81	99.229385	2693	2412	2195	0.859941	0.4	0.5
2PA1C_11JCS_83	7AA1C_28JC_11	99.051757	2693	2813	2305	0.837268	0.4	0.5
2PA1C_11JCS_83	2PB1N_24JB_91	98.330331	2693	2487	2148	0.829344	0.4	0.5
2PA1C_11JCS_83	1PB2N_Z08_44	98.328277	2693	2542	2159	0.824833	0.4	0.5
2PA1C_11JCS_83	8AC1N_25YC_3	99.36005	2693	2480	2179	0.842451	0.4	0.5
2PA1C_11JCS_83	7PA1C_28JC_92	99.282026	2693	2524	2167	0.830746	0.4	0.5
2PA1C_11JCS_83	2AA3C_23YBC_2	99.221518	2693	2417	2233	0.873973	0.4	0.5
2PA1C_11JCS_83	7AA4F_Z04_59	83.140415	2693	2619	1951	0.734563	0.4	0.5
2PA1C_11JCS_83	8AC1C_25YC_8	77.513432	2693	3736	1865	0.580184	0.4	0.5
2PA1C_11JCS_83	1PA2C_11JES_51	78.819537	2693	2640	1899	0.71217	0.4	0.5
2PA1C_11JCS_83	2PB1F_Z08_17	76.715167	2693	2344	1823	0.723844	0.4	0.5
2PA1C_11JCS_83	2PB1C_Z08_6	76.051566	2693	2435	1788	0.697348	0.4	0.5
2PA1C_11JCS_83	2PB1K_Z08_8	49.34739	2693	2424	249	0.097323	0.4	0.5
1PA2N_11JES_24	4AB1N_X14_13	97.714268	2454	2463	2057	0.836689	0.4	0.5
1PA2N_11JES_24	4AA1F_X13_48	97.752984	2454	2501	2061	0.831887	0.4	0.5
1PA2N_11JES_24	4AB1K_X16_57	99.728225	2454	2430	2209	0.904586	0.4	0.5
1PA2N_11JES_24	4AA1N_X16_28	99.44697	2454	2352	2079	0.865169	0.4	0.5
1PA2N_11JES_24	4AA1F_X14_79	99.185109	2454	2491	2196	0.88817	0.4	0.5
1PA2N_11JES_24	7AA1C_X14_93	99.31898	2454	2512	2147	0.86468	0.4	0.5
1PA2N_11JES_24	7PA1C_28JC_68	99.603457	2454	2463	2256	0.917633	0.4	0.5
1PA2N_11JES_24	4AA1F_X13_46	99.383483	2454	2517	2110	0.848924	0.4	0.5
1PA2N_11JES_24	4AA1F_X13_37	97.606877	2454	2569	2065	0.822218	0.4	0.5
1PA2N_11JES_24	5PA1F_11JBS_3	98.351528	2454	2561	2094	0.835095	0.4	0.5
1PA2N_11JES_24	5PA1N_11JBS_61	99.390534	2454	2641	2171	0.852208	0.4	0.5
1PA2N_11JES_24	5PA1C_11JBS_66	99.801861	2454	2509	2203	0.887769	0.4	0.5
1PA2N_11JES_24	5PA1C_11JBS_94	99.120907	2454	2587	2193	0.870065	0.4	0.5
1PA2N_11JES_24	2PA1C_11JCS_83	99.107031	2454	2693	2240	0.87041	0.4	0.5
1PA2N_11JES_24	1PA2N_11JES_24	100	2454	2454	2447	0.997148	0.4	0.5
1PA2N_11JES_24	1PB2N_24JB_27	99.41724	2454	2352	2123	0.883479	0.4	0.5
1PA2N_11JES_24	2PB1N_24JB_86	99.068354	2454	2446	2212	0.902857	0.4	0.5
1PA2N_11JES_24	2PA1C_11JCS_80	99.545586	2454	2895	2243	0.838661	0.4	0.5
1PA2N_11JES_24	1PA1K_28JA_17	98.263013	2454	2566	2121	0.84502	0.4	0.5
1PA2N_11JES_24	1AA3C_23YAS_93	98.408317	2454	2438	2080	0.850368	0.4	0.5
1PA2N_11JES_24	1PA1N_28JB_60	99.242285	2454	2662	2184	0.853792	0.4	0.5
1PA2N_11JES_24	2AA1C_28JA_67	99.374202	2454	2461	2130	0.866734	0.4	0.5
1PA2N_11JES_24	7AA1C_28JC_5	99.531834	2454	2442	2235	0.91299	0.4	0.5
1PA2N_11JES_24	2AA3K_9YD_62	98.389167	2454	2878	2137	0.801575	0.4	0.5
1PA2N_11JES_24	1PB3C_8YDS_76	99.264493	2454	2604	2208	0.873072	0.4	0.5
1PA2N_11JES_24	1PB3C_23YAC_20	99.145446	2454	2442	2163	0.883578	0.4	0.5
1PA2N_11JES_24	2PA3N_15YE_35	97.732764	2454	2564	2138	0.852132	0.4	0.5
1PA2N_11JES_24	2PA3C_15YE_61	99.053159	2454	2588	2216	0.879016	0.4	0.5
1PA2N_11JES_24	2PA3C_15YE_82	99.514098	2454	2496	2174	0.878384	0.4	0.5
1PA2N_11JES_24	7AB4N_22YB_3	99.242095	2454	2574	2138	0.850438	0.4	0.5
1PA2N_11JES_24	5PB3N_22YC_31	99.791427	2454	2529	2228	0.89424	0.4	0.5
1PA2N_11JES_24	5PB3C_22YC_85	99.747767	2454	2420	2217	0.909725	0.4	0.5
1PA2N_11JES_24	5PB3C_22YC_86	99.217464	2454	2523	2173	0.873217	0.4	0.5
1PA2N_11JES_24	1PA4N_22YD_57	99.094313	2454	2641	2233	0.876546	0.4	0.5
1PA2N_11JES_24	1PA4C_22YD_91	99.392036	2454	2507	2210	0.890949	0.4	0.5
1PA2N_11JES_24	2AA1C_28JA_61	99.245715	2454	2546	2182	0.8728	0.4	0.5
1PA2N_11JES_24	8AB4F_25YA_19	99.470537	2454	2846	2196	0.828679	0.4	0.5
1PA2N_11JES_24	1AA3C_23YAS_90	97.78999	2454	2527	2103	0.844409	0.4	0.5
1PA2N_11JES_24	1AA3C_23YAS_94	99.281645	2454	2407	2103	0.865254	0.4	0.5
1PA2N_11JES_24	8AB1F_25YH_17	98.297088	2454	2567	2112	0.841267	0.4	0.5
1PA2N_11JES_24	8PB3F_23YCS_6	99.295945	2454	2531	2158	0.865797	0.4	0.5
1PA2N_11JES_24	8AC4C_8YAS_89	99.611538	2454	2414	2210	0.90797	0.4	0.5
1PA2N_11JES_24	8AB4C_25YA_77	99.157792	2454	2610	2156	0.851501	0.4	0.5
1PA2N_11JES_24	8PB1K_25YC_40	99.332821	2454	2422	2145	0.87982	0.4	0.5
1PA2N_11JES_24	8PB4N_25YD_28	99.172349	2454	2716	2150	0.831721	0.4	0.5
1PA2N_11JES_24	8AB1K_25YH_62	99.310289	2454	2348	2109	0.878384	0.4	0.5
1PA2N_11JES_24	8AB4C_23YAS_16	97.755431	2454	2663	2090	0.816885	0.4	0.5
1PA2N_11JES_24	7AA4C_23YAC_39	99.328872	2454	2384	2137	0.883423	0.4	0.5
1PA2N_11JES_24	1AA4C_Z02_85	99.612489	2454	2519	2246	0.903278	0.4	0.5
1PA2N_11JES_24	2PA3C_15YE_41	99.127306	2454	2574	2157	0.857995	0.4	0.5
1PA2N_11JES_24	2PA3C_15YE_37	98.239873	2454	2478	2128	0.862936	0.4	0.5
1PA2N_11JES_24	1PA4F_22YD_41	99.509825	2454	2571	2285	0.909453	0.4	0.5
1PA2N_11JES_24	1AA4C_Z02_71	99.520977	2454	2365	2169	0.900187	0.4	0.5
1PA2N_11JES_24	1AA4C_Z02_81	99.320278	2454	2412	2160	0.887793	0.4	0.5
1PA2N_11JES_24	7AA1C_28JC_11	99.09294	2454	2813	2245	0.852478	0.4	0.5
1PA2N_11JES_24	2PB1N_24JB_91	98.299049	2454	2487	2102	0.85084	0.4	0.5
1PA2N_11JES_24	1PB2N_Z08_44	98.305959	2454	2542	2106	0.843074	0.4	0.5
1PA2N_11JES_24	8AC1N_25YC_3	99.780981	2454	2480	2211	0.89623	0.4	0.5
1PA2N_11JES_24	7PA1C_28JC_92	99.290154	2454	2524	2143	0.860988	0.4	0.5
1PA2N_11JES_24	2AA3C_23YBC_2	99.606862	2454	2417	2215	0.909464	0.4	0.5
1PA2N_11JES_24	7AA4F_Z04_59	83.183453	2454	2619	1946	0.767199	0.4	0.5
1PA2N_11JES_24	8AC1C_25YC_8	77.824571	2454	3736	1864	0.602262	0.4	0.5
1PA2N_11JES_24	1PA2C_11JES_51	78.999214	2454	2640	1908	0.749117	0.4	0.5
1PA2N_11JES_24	2PB1F_Z08_17	76.819582	2454	2344	1818	0.757816	0.4	0.5
1PA2N_11JES_24	2PB1C_Z08_6	76.035334	2454	2435	1783	0.729393	0.4	0.5
1PA2N_11JES_24	2PB1K_Z08_8	49.227183	2454	2424	252	0.103321	0.4	0.5
1PB2N_24JB_27	4AB1N_X14_13	97.981019	2352	2463	2031	0.843614	0.4	0.5
1PB2N_24JB_27	4AA1F_X13_48	97.907387	2352	2501	2044	0.842366	0.4	0.5
1PB2N_24JB_27	4AB1K_X16_57	99.370208	2352	2430	2118	0.885822	0.4	0.5
1PB2N_24JB_27	4AA1N_X16_28	99.647628	2352	2352	2108	0.896259	0.4	0.5
1PB2N_24JB_27	4AA1F_X14_79	99.293954	2352	2491	2109	0.870948	0.4	0.5
1PB2N_24JB_27	7AA1C_X14_93	99.349196	2352	2512	2115	0.869655	0.4	0.5
1PB2N_24JB_27	7PA1C_28JC_68	99.386133	2352	2463	2131	0.885151	0.4	0.5
1PB2N_24JB_27	4AA1F_X13_46	99.207062	2352	2517	2110	0.866708	0.4	0.5
1PB2N_24JB_27	4AA1F_X13_37	97.863712	2352	2569	2053	0.834383	0.4	0.5
1PB2N_24JB_27	5PA1F_11JBS_3	98.660993	2352	2561	2074	0.844291	0.4	0.5
1PB2N_24JB_27	5PA1N_11JBS_61	99.360567	2352	2641	2134	0.854797	0.4	0.5
1PB2N_24JB_27	5PA1C_11JBS_66	99.367285	2352	2509	2155	0.886649	0.4	0.5
1PB2N_24JB_27	5PA1C_11JBS_94	99.394549	2352	2587	2128	0.861713	0.4	0.5
1PB2N_24JB_27	2PA1C_11JCS_83	99.433552	2352	2693	2131	0.844797	0.4	0.5
1PB2N_24JB_27	1PA2N_11JES_24	99.41724	2352	2454	2123	0.883479	0.4	0.5
1PB2N_24JB_27	1PB2N_24JB_27	100	2352	2352	2346	0.997449	0.4	0.5
1PB2N_24JB_27	2PB1N_24JB_86	99.341281	2352	2446	2116	0.882034	0.4	0.5
1PB2N_24JB_27	2PA1C_11JCS_80	99.303556	2352	2895	2137	0.814561	0.4	0.5
1PB2N_24JB_27	1PA1K_28JA_17	98.442699	2352	2566	2123	0.863359	0.4	0.5
1PB2N_24JB_27	1AA3C_23YAS_93	98.639511	2352	2438	2064	0.861795	0.4	0.5
1PB2N_24JB_27	1PA1N_28JB_60	99.268459	2352	2662	2129	0.849222	0.4	0.5
1PB2N_24JB_27	2AA1C_28JA_67	99.44692	2352	2461	2143	0.890505	0.4	0.5
1PB2N_24JB_27	7AA1C_28JC_5	99.350047	2352	2442	2129	0.888194	0.4	0.5
1PB2N_24JB_27	2AA3K_9YD_62	98.652799	2352	2878	2108	0.806119	0.4	0.5
1PB2N_24JB_27	1PB3C_8YDS_76	99.425451	2352	2604	2161	0.872074	0.4	0.5
1PB2N_24JB_27	1PB3C_23YAC_20	99.477355	2352	2442	2155	0.89904	0.4	0.5
1PB2N_24JB_27	2PA3N_15YE_35	97.994361	2352	2564	2075	0.844182	0.4	0.5
1PB2N_24JB_27	2PA3C_15YE_61	99.372329	2352	2588	2125	0.860324	0.4	0.5
1PB2N_24JB_27	2PA3C_15YE_82	99.301493	2352	2496	2143	0.884076	0.4	0.5
1PB2N_24JB_27	7AB4N_22YB_3	99.159981	2352	2574	2144	0.870483	0.4	0.5
1PB2N_24JB_27	5PB3N_22YC_31	99.400587	2352	2529	2128	0.871952	0.4	0.5
1PB2N_24JB_27	5PB3C_22YC_85	99.434157	2352	2420	2146	0.899413	0.4	0.5
1PB2N_24JB_27	5PB3C_22YC_86	99.317769	2352	2523	2147	0.880821	0.4	0.5
1PB2N_24JB_27	1PA4N_22YD_57	99.390125	2352	2641	2152	0.862007	0.4	0.5
1PB2N_24JB_27	1PA4C_22YD_91	99.281042	2352	2507	2131	0.877135	0.4	0.5
1PB2N_24JB_27	2AA1C_28JA_61	99.377368	2352	2546	2154	0.879543	0.4	0.5
1PB2N_24JB_27	8AB4F_25YA_19	99.376651	2352	2846	2135	0.82147	0.4	0.5
1PB2N_24JB_27	1AA3C_23YAS_90	97.909073	2352	2527	2083	0.853863	0.4	0.5
1PB2N_24JB_27	1AA3C_23YAS_94	99.469358	2352	2407	2087	0.877075	0.4	0.5
1PB2N_24JB_27	8AB1F_25YH_17	98.598522	2352	2567	2063	0.838788	0.4	0.5
1PB2N_24JB_27	8PB3F_23YCS_6	99.34654	2352	2531	2110	0.864223	0.4	0.5
1PB2N_24JB_27	8AC4C_8YAS_89	99.347088	2352	2414	2129	0.893412	0.4	0.5
1PB2N_24JB_27	8AB4C_25YA_77	99.271483	2352	2610	2104	0.848045	0.4	0.5
1PB2N_24JB_27	8PB1K_25YC_40	99.504764	2352	2422	2141	0.896942	0.4	0.5
1PB2N_24JB_27	8PB4N_25YD_28	99.380453	2352	2716	2118	0.835833	0.4	0.5
1PB2N_24JB_27	8AB1K_25YH_62	99.466432	2352	2348	2130	0.906383	0.4	0.5
1PB2N_24JB_27	8AB4C_23YAS_16	97.927505	2352	2663	2056	0.81994	0.4	0.5
1PB2N_24JB_27	7AA4C_23YAC_39	99.403551	2352	2384	2126	0.897804	0.4	0.5
1PB2N_24JB_27	1AA4C_Z02_85	99.370979	2352	2519	2145	0.880723	0.4	0.5
1PB2N_24JB_27	2PA3C_15YE_41	99.262007	2352	2574	2103	0.853837	0.4	0.5
1PB2N_24JB_27	2PA3C_15YE_37	98.459672	2352	2478	2104	0.871222	0.4	0.5
1PB2N_24JB_27	1PA4F_22YD_41	99.345711	2352	2571	2145	0.87142	0.4	0.5
1PB2N_24JB_27	1AA4C_Z02_71	99.435764	2352	2365	2139	0.906932	0.4	0.5
1PB2N_24JB_27	1AA4C_Z02_81	99.375796	2352	2412	2105	0.883711	0.4	0.5
1PB2N_24JB_27	7AA1C_28JC_11	99.323324	2352	2813	2148	0.831752	0.4	0.5
1PB2N_24JB_27	2PB1N_24JB_91	98.657459	2352	2487	2078	0.858855	0.4	0.5
1PB2N_24JB_27	1PB2N_Z08_44	98.716524	2352	2542	2100	0.858194	0.4	0.5
1PB2N_24JB_27	8AC1N_25YC_3	99.382854	2352	2480	2123	0.878725	0.4	0.5
1PB2N_24JB_27	7PA1C_28JC_92	99.700023	2352	2524	2187	0.897047	0.4	0.5
1PB2N_24JB_27	2AA3C_23YBC_2	99.35574	2352	2417	2134	0.894947	0.4	0.5
1PB2N_24JB_27	7AA4F_Z04_59	83.174777	2352	2619	1907	0.76725	0.4	0.5
1PB2N_24JB_27	8AC1C_25YC_8	78.024732	2352	3736	1866	0.613009	0.4	0.5
1PB2N_24JB_27	1PA2C_11JES_51	78.979475	2352	2640	1866	0.747596	0.4	0.5
1PB2N_24JB_27	2PB1F_Z08_17	76.914744	2352	2344	1777	0.756814	0.4	0.5
1PB2N_24JB_27	2PB1C_Z08_6	76.001997	2352	2435	1778	0.742845	0.4	0.5
1PB2N_24JB_27	2PB1K_Z08_8	49.293952	2352	2424	248	0.103853	0.4	0.5
2PB1N_24JB_86	4AB1N_X14_13	97.801431	2446	2463	2061	0.839682	0.4	0.5
2PB1N_24JB_86	4AA1F_X13_48	97.769611	2446	2501	2055	0.830807	0.4	0.5
2PB1N_24JB_86	4AB1K_X16_57	99.340093	2446	2430	2155	0.883921	0.4	0.5
2PB1N_24JB_86	4AA1N_X16_28	99.419874	2446	2352	2068	0.862026	0.4	0.5
2PB1N_24JB_86	4AA1F_X14_79	99.287449	2446	2491	2191	0.887584	0.4	0.5
2PB1N_24JB_86	7AA1C_X14_93	99.267119	2446	2512	2135	0.861234	0.4	0.5
2PB1N_24JB_86	7PA1C_28JC_68	99.051668	2446	2463	2218	0.903646	0.4	0.5
2PB1N_24JB_86	4AA1F_X13_46	99.30781	2446	2517	2119	0.853919	0.4	0.5
2PB1N_24JB_86	4AA1F_X13_37	97.709937	2446	2569	2058	0.820738	0.4	0.5
2PB1N_24JB_86	5PA1F_11JBS_3	98.247867	2446	2561	2086	0.833233	0.4	0.5
2PB1N_24JB_86	5PA1N_11JBS_61	99.322482	2446	2641	2164	0.850796	0.4	0.5
2PB1N_24JB_86	5PA1C_11JBS_66	99.419416	2446	2509	2176	0.878305	0.4	0.5
2PB1N_24JB_86	5PA1C_11JBS_94	99.283257	2446	2587	2180	0.866283	0.4	0.5
2PB1N_24JB_86	2PA1C_11JCS_83	99.222686	2446	2693	2215	0.862035	0.4	0.5
2PB1N_24JB_86	1PA2N_11JES_24	99.068354	2446	2454	2212	0.902857	0.4	0.5
2PB1N_24JB_86	1PB2N_24JB_27	99.341281	2446	2352	2116	0.882034	0.4	0.5
2PB1N_24JB_86	2PB1N_24JB_86	100	2446	2446	2440	0.997547	0.4	0.5
2PB1N_24JB_86	2PA1C_11JCS_80	99.190303	2446	2895	2212	0.828309	0.4	0.5
2PB1N_24JB_86	1PA1K_28JA_17	98.264001	2446	2566	2132	0.850758	0.4	0.5
2PB1N_24JB_86	1AA3C_23YAS_93	98.229161	2446	2438	2085	0.853808	0.4	0.5
2PB1N_24JB_86	1PA1N_28JB_60	99.295958	2446	2662	2177	0.852388	0.4	0.5
2PB1N_24JB_86	2AA1C_28JA_67	99.423871	2446	2461	2126	0.866517	0.4	0.5
2PB1N_24JB_86	7AA1C_28JC_5	99.211473	2446	2442	2227	0.911211	0.4	0.5
2PB1N_24JB_86	2AA3K_9YD_62	98.486936	2446	2878	2128	0.799399	0.4	0.5
2PB1N_24JB_86	1PB3C_8YDS_76	99.00345	2446	2604	2203	0.872475	0.4	0.5
2PB1N_24JB_86	1PB3C_23YAC_20	99.076801	2446	2442	2179	0.891571	0.4	0.5
2PB1N_24JB_86	2PA3N_15YE_35	97.834114	2446	2564	2134	0.851896	0.4	0.5
2PB1N_24JB_86	2PA3C_15YE_61	99.205208	2446	2588	2208	0.877235	0.4	0.5
2PB1N_24JB_86	2PA3C_15YE_82	99.353502	2446	2496	2170	0.878187	0.4	0.5
2PB1N_24JB_86	7AB4N_22YB_3	99.217307	2446	2574	2161	0.860956	0.4	0.5
2PB1N_24JB_86	5PB3N_22YC_31	99.431305	2446	2529	2161	0.868744	0.4	0.5
2PB1N_24JB_86	5PB3C_22YC_85	99.426743	2446	2420	2180	0.896013	0.4	0.5
2PB1N_24JB_86	5PB3C_22YC_86	99.205078	2446	2523	2166	0.871805	0.4	0.5
2PB1N_24JB_86	1PA4N_22YD_57	98.922565	2446	2641	2218	0.872027	0.4	0.5
2PB1N_24JB_86	1PA4C_22YD_91	99.336221	2446	2507	2170	0.876237	0.4	0.5
2PB1N_24JB_86	2AA1C_28JA_61	99.120137	2446	2546	2185	0.875401	0.4	0.5
2PB1N_24JB_86	8AB4F_25YA_19	99.369626	2446	2846	2140	0.808768	0.4	0.5
2PB1N_24JB_86	1AA3C_23YAS_90	97.758752	2446	2527	2091	0.840941	0.4	0.5
2PB1N_24JB_86	1AA3C_23YAS_94	99.331478	2446	2407	2111	0.869977	0.4	0.5
2PB1N_24JB_86	8AB1F_25YH_17	98.150718	2446	2567	2089	0.833433	0.4	0.5
2PB1N_24JB_86	8PB3F_23YCS_6	99.362361	2446	2531	2160	0.867993	0.4	0.5
2PB1N_24JB_86	8AC4C_8YAS_89	99.362258	2446	2414	2170	0.893004	0.4	0.5
2PB1N_24JB_86	8AB4C_25YA_77	99.179748	2446	2610	2143	0.847706	0.4	0.5
2PB1N_24JB_86	8PB1K_25YC_40	99.395455	2446	2422	2134	0.876746	0.4	0.5
2PB1N_24JB_86	8PB4N_25YD_28	99.247881	2446	2716	2147	0.831848	0.4	0.5
2PB1N_24JB_86	8AB1K_25YH_62	99.344276	2446	2348	2105	0.878181	0.4	0.5
2PB1N_24JB_86	8AB4C_23YAS_16	97.689089	2446	2663	2108	0.82521	0.4	0.5
2PB1N_24JB_86	7AA4C_23YAC_39	99.29291	2446	2384	2151	0.890683	0.4	0.5
2PB1N_24JB_86	1AA4C_Z02_85	99.372051	2446	2519	2179	0.877744	0.4	0.5
2PB1N_24JB_86	2PA3C_15YE_41	99.123438	2446	2574	2144	0.854183	0.4	0.5
2PB1N_24JB_86	2PA3C_15YE_37	98.232927	2446	2478	2135	0.867181	0.4	0.5
2PB1N_24JB_86	1PA4F_22YD_41	99.024161	2446	2571	2235	0.890971	0.4	0.5
2PB1N_24JB_86	1AA4C_Z02_71	99.460065	2446	2365	2151	0.894201	0.4	0.5
2PB1N_24JB_86	1AA4C_Z02_81	99.220864	2446	2412	2152	0.885961	0.4	0.5
2PB1N_24JB_86	7AA1C_28JC_11	99.68847	2446	2813	2333	0.887241	0.4	0.5
2PB1N_24JB_86	2PB1N_24JB_91	98.420287	2446	2487	2127	0.862356	0.4	0.5
2PB1N_24JB_86	1PB2N_Z08_44	98.265385	2446	2542	2093	0.839214	0.4	0.5
